tas,"	Year", Month, Country, ISO3, ISO2
28.0364,1965,9,OMN,,
27.2306,1965,10,OMN,,
24.709,1965,11,OMN,,
21.2673,1965,12,OMN,,
20.5839,1966,1,OMN,,
21.4483,1966,2,OMN,,
22.5286,1966,3,OMN,,
26.0526,1966,4,OMN,,
29.3295,1966,5,OMN,,
30.142,1966,6,OMN,,
28.6399,1966,7,OMN,,
28.1572,1966,8,OMN,,
27.8761,1966,9,OMN,,
27.365,1966,10,OMN,,
23.1098,1966,11,OMN,,
20.817,1966,12,OMN,,
19.9772,1967,1,OMN,,
20.7919,1967,2,OMN,,
23.3863,1967,3,OMN,,
25.6693,1967,4,OMN,,
29.4964,1967,5,OMN,,
30.1956,1967,6,OMN,,
29.3247,1967,7,OMN,,
28.1961,1967,8,OMN,,
27.2266,1967,9,OMN,,
26.6852,1967,10,OMN,,
23.9801,1967,11,OMN,,
20.5979,1967,12,OMN,,
19.182,1968,1,OMN,,
19.7476,1968,2,OMN,,
22.9139,1968,3,OMN,,
26.2995,1968,4,OMN,,
29.0832,1968,5,OMN,,
30.2571,1968,6,OMN,,
29.2003,1968,7,OMN,,
27.2892,1968,8,OMN,,
27.941,1968,9,OMN,,
26.0854,1968,10,OMN,,
24.247,1968,11,OMN,,
21.8798,1968,12,OMN,,
20.9099,1969,1,OMN,,
20.415,1969,2,OMN,,
24.9919,1969,3,OMN,,
27.2453,1969,4,OMN,,
29.7203,1969,5,OMN,,
30.1864,1969,6,OMN,,
29.11,1969,7,OMN,,
27.6993,1969,8,OMN,,
27.6515,1969,9,OMN,,
26.6524,1969,10,OMN,,
24.5638,1969,11,OMN,,
22.1056,1969,12,OMN,,
20.3288,1970,1,OMN,,
21.6141,1970,2,OMN,,
23.6952,1970,3,OMN,,
27.0793,1970,4,OMN,,
30.1596,1970,5,OMN,,
30.2544,1970,6,OMN,,
29.0937,1970,7,OMN,,
28.4415,1970,8,OMN,,
27.6799,1970,9,OMN,,
26.0139,1970,10,OMN,,
23.3343,1970,11,OMN,,
21.0583,1970,12,OMN,,
20.1138,1971,1,OMN,,
20.387,1971,2,OMN,,
23.4296,1971,3,OMN,,
27.2403,1971,4,OMN,,
29.5455,1971,5,OMN,,
29.602,1971,6,OMN,,
28.6311,1971,7,OMN,,
27.7142,1971,8,OMN,,
27.4972,1971,9,OMN,,
25.2822,1971,10,OMN,,
23.1652,1971,11,OMN,,
20.8456,1971,12,OMN,,
19.7277,1972,1,OMN,,
19.1703,1972,2,OMN,,
22.6345,1972,3,OMN,,
25.7646,1972,4,OMN,,
29.043,1972,5,OMN,,
30.4903,1972,6,OMN,,
29.4956,1972,7,OMN,,
27.8045,1972,8,OMN,,
27.9892,1972,9,OMN,,
26.9436,1972,10,OMN,,
24.0285,1972,11,OMN,,
21.1878,1972,12,OMN,,
18.7395,1973,1,OMN,,
21.5142,1973,2,OMN,,
23.4374,1973,3,OMN,,
27.8577,1973,4,OMN,,
29.9871,1973,5,OMN,,
30.4651,1973,6,OMN,,
28.2433,1973,7,OMN,,
27.1989,1973,8,OMN,,
26.9798,1973,9,OMN,,
